RndUniform,NPUniform
54,48,59,43,10,7,22,7,3.0
45,57,74,50,3,0,8,20,4.392317
58,34,59,81,3,11,110,1,1.0
41,51,49,50,40,0,9,7,3.0
41,56,36,85,0,14,35,0,0.0
37,46,54,34,3,1,18,11,3.584963
57,42,54,36,10,14,53,80,6.33985
53,47,37,51,3,0,2,0,0.0
38,57,51,74,40,27,49,6,2.807355
45,67,53,31,1,4,35,18,4.247928
58,56,35,56,12,0,18,4,2.321928
65,55,46,35,7,3,15,39,5.321928
37,47,61,97,1,4,26,4,2.321928
49,42,70,40,21,5,56,48,5.61471
47,56,68,56,7,12,4,2,1.584963
59,46,56,67,1,15,21,9,3.321928
57,61,79,11,10,8,3,7,3.0
39,37,57,47,5,12,44,18,4.247928
44,53,67,75,2,1,14,17,4.169925
40,40,47,73,14,14,24,0,0.0
41,35,22,43,0,0,30,10,3.459432
43,48,32,49,4,9,8,1,1.0
49,55,65,67,5,17,12,11,3.584963
49,52,50,42,6,1,39,0,0.0
48,55,37,20,4,12,7,34,5.129283
51,46,42,77,10,8,14,10,3.459432
49,43,23,56,23,4,7,9,3.321928
37,64,37,31,0,1,17,0,0.0
52,29,13,65,33,11,14,0,0.0
56,55,55,41,10,0,17,19,4.321928
52,50,50,51,16,15,4,25,4.70044
41,34,50,38,19,5,45,7,3.0
58,53,40,71,0,3,3,36,5.209453
40,27,23,69,9,4,5,29,4.906891
49,35,1,70,14,18,57,10,3.459432
55,47,61,66,3,13,15,32,5.044394
41,57,39,50,7,19,1,19,4.321928
34,46,65,77,10,27,4,24,4.643856
42,61,70,55,23,17,10,17,4.169925
61,47,55,28,33,3,6,17,4.169925
50,46,14,68,3,10,62,22,4.523562
62,49,56,59,2,30,6,11,3.584963
52,57,50,16,26,5,13,9,3.321928
48,51,37,57,20,4,12,80,6.33985
52,41,15,18,16,1,0,25,4.70044
56,57,74,91,6,2,0,50,5.672425
34,41,20,54,0,27,15,5,2.584963
37,43,48,48,37,10,22,7,3.0
44,39,38,73,12,3,29,8,3.169925
51,49,63,43,3,3,85,6,2.807355
48,48,29,53,4,24,8,12,3.70044
55,54,86,48,3,0,34,18,4.247928
42,42,69,64,3,21,7,4,2.321928
62,36,43,59,3,19,1,83,6.392317
57,48,29,40,34,11,16,16,4.087463
40,66,39,44,14,3,68,43,5.459432
49,52,48,63,34,16,1,1,1.0
74,41,65,24,0,3,13,0,0.0
44,37,89,75,13,5,40,5,2.584963
50,46,41,50,7,3,1,5,2.584963
43,57,83,-5,12,12,4,5,2.584963
49,60,15,35,15,1,10,30,4.954196
48,47,70,81,23,4,6,30,4.954196
63,49,60,77,15,11,19,1,1.0
64,35,68,47,4,30,7,35,5.169925
54,58,79,57,1,9,11,25,4.70044
49,45,88,19,11,15,16,7,3.0
34,37,52,17,0,2,9,5,2.584963
46,54,86,3,32,5,8,9,3.321928
50,57,41,46,4,6,4,32,5.044394
39,51,60,45,9,0,40,11,3.584963
37,53,47,45,3,21,6,19,4.321928
44,50,51,76,5,37,9,19,4.321928
46,57,76,42,10,9,4,36,5.209453
61,39,79,88,7,2,19,49,5.643856
52,52,45,53,4,27,0,25,4.70044
54,68,51,85,9,0,22,3,2.0
60,54,65,46,7,9,16,10,3.459432
33,41,8,41,1,0,0,6,2.807355
29,35,47,28,1,0,20,8,3.169925
53,24,69,-7,13,62,0,32,5.044394
60,48,68,61,2,2,3,47,5.584963
44,31,73,29,25,10,9,6,2.807355
39,55,83,61,7,17,39,24,4.643856
47,52,35,47,4,5,3,3,2.0
58,60,30,68,0,1,6,11,3.584963
53,34,59,52,5,3,43,2,1.584963
34,54,76,61,7,7,45,53,5.754888
57,40,50,57,19,7,3,3,2.0
40,68,74,66,6,8,4,26,4.754888
34,61,88,42,4,28,5,1,1.0
64,54,74,21,13,13,48,11,3.584963
51,56,42,47,14,2,15,27,4.807355
75,57,82,48,0,10,32,5,2.584963
47,48,14,65,2,26,17,8,3.169925
59,55,60,39,0,16,20,12,3.70044
56,51,65,71,0,5,12,7,3.0
46,56,58,33,5,11,8,7,3.0
57,58,12,41,1,3,0,11,3.584963
54,48,56,0,0,10,17,71,6.169925
45,45,32,62,11,48,26,13,3.807355
36,46,82,63,5,1,37,69,6.129283
53,49,52,61,4,22,7,5,2.584963
41,22,39,32,12,15,10,60,5.930737
44,43,55,40,0,1,13,12,3.70044
56,62,80,57,24,3,0,39,5.321928
52,49,56,89,31,1,3,42,5.426265
45,80,42,72,4,4,9,20,4.392317
33,43,23,67,10,5,1,54,5.78136
48,45,48,39,22,19,21,2,1.584963
44,43,34,46,2,12,1,1,1.0
41,51,42,110,36,4,25,33,5.087463
40,56,58,24,0,9,9,104,6.714246
42,39,77,84,8,4,30,7,3.0
55,57,28,78,9,0,32,18,4.247928
30,51,75,47,17,0,4,0,0.0
53,58,66,53,3,1,2,12,3.70044
61,42,21,45,7,11,65,18,4.247928
56,62,53,90,1,10,1,7,3.0
39,62,91,49,19,15,22,2,1.584963
48,55,-6,33,2,6,10,14,3.906891
38,56,117,53,6,4,16,2,1.584963
43,39,73,34,21,2,20,26,4.754888
49,56,67,73,0,15,9,1,1.0
61,52,94,52,1,7,14,22,4.523562
50,57,63,47,8,4,17,0,0.0
50,52,49,44,25,0,28,4,2.321928
53,45,0,27,1,0,10,5,2.584963
49,47,36,17,7,2,62,34,5.129283
47,55,34,54,19,6,20,0,0.0
54,50,1,71,29,0,5,7,3.0
55,44,51,51,2,0,8,20,4.392317
56,45,64,64,10,2,9,55,5.807355
67,51,62,18,18,10,10,19,4.321928
72,50,42,56,2,42,67,31,5.0
68,49,40,27,8,23,33,7,3.0
46,57,56,74,12,2,17,15,4.0
52,46,18,30,2,18,35,0,0.0
44,47,34,34,14,10,38,18,4.247928
52,59,19,49,8,7,34,0,0.0
54,45,37,52,0,2,56,39,5.321928
53,53,37,99,5,8,51,4,2.321928
49,64,34,17,1,26,40,4,2.321928
51,40,52,60,10,18,8,11,3.584963
65,62,39,38,20,7,20,49,5.643856
52,41,61,62,47,10,112,27,4.807355
52,53,54,40,2,38,24,0,0.0
54,49,34,25,7,2,41,15,4.0
40,46,53,29,30,0,1,11,3.584963
60,50,47,41,16,6,0,53,5.754888
49,31,39,64,7,12,14,21,4.459432
53,58,21,-3,13,6,19,85,6.426265
61,30,37,56,10,65,22,12,3.70044
46,58,51,48,7,4,42,30,4.954196
73,35,-1,68,8,9,15,12,3.70044
46,49,30,46,2,3,19,48,5.61471
58,62,23,62,6,4,22,32,5.044394
56,43,59,108,36,8,0,40,5.357552
64,66,31,44,3,11,8,19,4.321928
63,63,36,63,0,1,1,11,3.584963
49,53,48,54,17,42,20,100,6.658211
48,62,27,80,27,27,18,18,4.247928
60,42,82,65,5,5,37,14,3.906891
54,60,57,34,5,44,11,3,2.0
42,31,17,43,5,14,8,21,4.459432
70,47,52,45,0,3,37,82,6.375039
47,42,50,26,1,17,36,31,5.0
54,46,41,45,4,11,34,1,1.0
56,35,64,83,2,8,6,35,5.169925
54,69,50,19,17,0,16,8,3.169925
56,28,62,24,25,19,20,10,3.459432
52,51,38,55,2,1,12,21,4.459432
58,48,75,32,6,15,44,17,4.169925
75,52,60,52,9,17,2,52,5.72792
41,43,62,12,7,3,54,6,2.807355
41,49,25,46,26,5,5,32,5.044394
63,34,73,87,1,13,8,4,2.321928
48,24,63,15,25,16,10,8,3.169925
48,66,11,39,24,8,19,40,5.357552
46,47,32,58,16,1,2,9,3.321928
57,39,20,55,0,42,42,5,2.584963
36,61,67,95,12,1,3,16,4.087463
34,42,43,47,1,4,10,0,0.0
51,49,44,65,4,2,25,23,4.584963
58,41,77,36,6,11,15,52,5.72792
44,35,56,74,20,18,1,37,5.247928
64,54,71,18,6,13,28,19,4.321928
53,47,22,32,1,12,0,15,4.0
65,58,39,61,19,11,26,2,1.584963
45,52,24,48,4,5,7,10,3.459432
51,51,58,59,19,6,23,25,4.70044
63,59,54,56,3,8,7,51,5.70044
54,53,20,19,1,15,15,3,2.0
59,49,49,34,12,8,6,21,4.459432
40,57,41,23,1,6,9,10,3.459432
49,48,50,38,3,2,105,9,3.321928
63,56,50,32,0,19,29,7,3.0
55,47,74,12,1,1,17,31,5.0
50,21,57,47,0,2,3,21,4.459432
40,42,85,41,1,27,8,10,3.459432
56,48,54,32,9,3,25,33,5.087463
45,54,60,46,5,11,3,10,3.459432
44,49,58,33,16,0,12,6,2.807355
54,36,24,51,17,24,16,5,2.584963
50,60,54,50,12,1,4,19,4.321928
44,48,50,63,6,9,16,2,1.584963
43,54,33,48,7,6,29,24,4.643856
46,38,60,37,1,9,1,23,4.584963
50,68,42,26,0,4,4,31,5.0
29,55,82,3,6,8,63,7,3.0
52,48,41,9,0,3,10,5,2.584963
55,32,66,73,0,5,65,2,1.584963
44,69,48,16,2,3,8,5,2.584963
35,53,54,21,6,2,12,2,1.584963
48,50,48,40,61,10,4,11,3.584963
45,52,40,52,0,4,9,18,4.247928
53,47,25,3,0,0,19,6,2.807355
56,33,88,34,1,2,9,37,5.247928
60,41,60,53,7,20,4,8,3.169925
53,54,65,10,6,3,11,83,6.392317
53,47,57,74,13,3,92,6,2.807355
39,41,43,92,11,1,0,25,4.70044
55,52,14,48,35,0,28,17,4.169925
51,49,50,56,0,8,2,0,0.0
60,48,-7,62,14,7,2,9,3.321928
47,58,39,28,2,0,7,5,2.584963
68,73,39,40,3,2,1,2,1.584963
58,34,34,67,11,3,51,43,5.459432
58,47,78,5,5,10,26,0,0.0
48,45,13,42,6,33,23,14,3.906891
47,50,62,28,7,4,6,45,5.523562
54,64,78,32,29,8,44,15,4.0
54,56,65,45,10,13,3,5,2.584963
42,58,82,15,15,18,3,31,5.0
46,58,32,49,0,18,21,21,4.459432
18,44,49,29,14,3,55,24,4.643856
45,59,56,98,26,8,7,21,4.459432
39,50,36,46,14,22,11,48,5.61471
43,45,86,41,0,11,1,35,5.169925
46,52,57,25,21,5,27,19,4.321928
44,43,38,42,13,2,25,10,3.459432
51,65,76,43,6,1,64,2,1.584963
51,47,37,43,9,14,1,22,4.523562
47,67,34,51,12,4,15,2,1.584963
47,59,68,25,1,10,20,9,3.321928
49,71,42,63,0,5,37,0,0.0
49,64,58,94,10,7,17,10,3.459432
46,33,64,50,9,6,20,14,3.906891
63,47,25,46,11,4,3,11,3.584963
50,73,69,61,6,1,9,93,6.554589
43,41,49,50,1,3,31,3,2.0
55,58,16,59,4,18,10,20,4.392317
47,46,24,83,20,2,4,1,1.0
49,43,64,44,0,13,4,10,3.459432
44,48,58,18,16,4,53,1,1.0
43,63,75,64,22,15,92,2,1.584963
52,50,78,10,0,1,9,65,6.044394
50,47,47,56,23,10,102,47,5.584963
56,45,21,12,14,3,31,12,3.70044
58,47,93,59,13,24,2,1,1.0
65,56,78,24,5,3,0,75,6.247928
34,44,55,52,12,16,11,55,5.807355
47,53,18,47,13,1,7,2,1.584963
39,52,78,36,7,3,3,60,5.930737
59,44,35,55,50,6,12,25,4.70044
74,46,28,63,10,13,4,20,4.392317
66,35,63,45,8,0,29,23,4.584963
52,75,39,16,3,16,73,10,3.459432
51,52,59,48,2,10,73,0,0.0
61,34,50,92,11,1,20,53,5.754888
56,54,45,42,5,11,70,28,4.857981
44,38,18,61,2,9,32,67,6.087463
47,29,57,56,10,13,6,24,4.643856
46,54,22,55,33,1,101,104,6.714246
40,36,59,59,24,5,6,14,3.906891
47,58,73,14,0,7,6,35,5.169925
38,43,74,77,2,4,6,16,4.087463
58,44,84,55,55,1,4,20,4.392317
51,48,79,73,3,11,37,15,4.0
54,48,22,7,9,16,1,27,4.807355
38,48,33,41,5,13,3,13,3.807355
62,44,56,72,10,12,83,21,4.459432
55,42,59,34,5,5,9,55,5.807355
36,60,42,38,3,11,1,26,4.754888
42,54,61,74,4,25,2,36,5.209453
55,60,55,35,4,2,21,19,4.321928
44,39,77,62,18,4,20,1,1.0
54,39,32,83,15,0,42,2,1.584963
37,48,48,41,0,0,30,0,0.0
40,54,18,60,1,22,23,3,2.0
58,46,38,31,6,14,6,7,3.0
54,53,51,21,8,38,12,46,5.554589
57,47,68,17,1,9,3,40,5.357552
48,54,65,66,15,0,13,0,0.0
40,45,48,50,6,15,1,90,6.507795
35,54,25,71,7,37,3,25,4.70044
62,75,48,43,9,3,25,11,3.584963
60,46,41,31,2,0,2,11,3.584963
55,34,67,35,8,5,39,23,4.584963
49,49,70,65,4,5,6,25,4.70044
35,55,59,26,13,18,4,0,0.0
53,39,43,41,12,7,4,26,4.754888
37,58,50,45,14,12,4,22,4.523562
45,63,75,15,6,14,3,23,4.584963
53,45,44,49,3,8,9,1,1.0
64,50,83,66,6,3,10,4,2.321928
70,27,28,40,0,6,24,8,3.169925
58,41,69,67,2,5,2,14,3.906891
44,60,37,40,8,19,19,15,4.0
37,48,21,35,24,5,58,1,1.0
63,40,85,56,36,35,31,6,2.807355
54,28,65,18,4,0,6,24,4.643856
48,52,49,60,1,6,0,0,0.0
46,48,76,29,5,63,1,48,5.61471
59,48,39,37,2,26,25,20,4.392317
40,46,32,99,14,6,12,2,1.584963
44,52,78,28,6,4,0,11,3.584963
57,60,80,60,21,1,10,3,2.0
61,58,57,41,12,23,22,4,2.321928
46,52,63,48,5,1,8,13,3.807355
62,44,30,53,10,14,23,40,5.357552
45,50,43,49,5,10,82,24,4.643856
48,55,37,46,4,4,13,45,5.523562
62,52,60,68,7,24,0,15,4.0
54,53,36,78,0,9,18,66,6.066089
58,44,31,18,6,4,18,44,5.491853
54,44,59,44,16,13,26,25,4.70044
60,47,86,49,5,13,24,11,3.584963
56,43,44,63,1,20,7,65,6.044394
36,45,20,30,1,3,54,16,4.087463
53,40,40,62,12,1,5,11,3.584963
54,70,41,72,3,5,1,12,3.70044
48,41,57,33,2,14,23,18,4.247928
51,51,28,60,4,13,6,0,0.0
59,52,43,72,1,8,25,30,4.954196
60,64,48,32,9,4,72,34,5.129283
54,65,22,61,22,9,10,10,3.459432
59,34,28,84,9,3,20,3,2.0
57,83,9,48,3,3,11,3,2.0
55,32,50,28,1,1,22,5,2.584963
50,52,56,31,0,25,57,1,1.0
44,51,48,44,0,5,15,29,4.906891
21,42,41,33,3,0,34,0,0.0
51,49,44,54,2,5,0,29,4.906891
51,41,58,74,1,0,14,25,4.70044
80,52,61,56,23,14,27,19,4.321928
50,65,55,66,3,4,10,9,3.321928
59,39,55,45,9,17,4,2,1.584963
51,55,79,53,3,2,1,21,4.459432
59,42,30,57,8,25,102,93,6.554589
38,35,51,35,6,4,3,24,4.643856
63,54,56,41,5,0,28,34,5.129283
55,30,52,60,0,12,7,22,4.523562
58,47,17,53,13,11,47,9,3.321928
69,45,18,43,7,30,49,48,5.61471
46,39,19,52,42,3,37,5,2.584963
48,31,36,66,0,47,31,22,4.523562
36,55,76,66,11,7,0,9,3.321928
64,34,69,42,1,5,6,45,5.523562
58,47,28,51,0,0,36,4,2.321928
53,53,38,69,9,3,26,6,2.807355
46,43,62,53,5,15,4,30,4.954196
38,41,41,60,0,12,5,14,3.906891
51,57,36,59,7,10,42,2,1.584963
45,57,30,57,3,13,6,8,3.169925
38,54,51,59,8,0,7,4,2.321928
41,61,53,38,9,0,17,21,4.459432
36,45,34,60,3,23,5,6,2.807355
50,47,20,6,9,0,32,24,4.643856
60,54,33,43,9,0,29,10,3.459432
40,51,63,57,7,2,1,6,2.807355
35,33,50,37,9,14,10,52,5.72792
53,60,5,62,17,3,9,17,4.169925
52,52,23,67,0,2,4,26,4.754888
58,60,67,62,0,10,52,17,4.169925
57,34,54,39,1,21,17,22,4.523562
50,45,40,48,14,13,19,12,3.70044
59,59,55,45,13,11,64,6,2.807355
50,71,43,67,0,11,41,25,4.70044
42,35,30,16,10,5,10,11,3.584963
39,49,49,50,3,1,121,8,3.169925
63,47,52,42,11,17,42,3,2.0
54,47,72,77,6,11,4,18,4.247928
41,32,59,50,2,7,4,60,5.930737
50,45,90,42,7,2,0,51,5.70044
59,62,66,49,1,9,1,40,5.357552
57,61,68,49,7,12,21,16,4.087463
33,55,72,37,0,9,20,50,5.672425
34,58,46,43,3,19,5,14,3.906891
44,48,63,38,3,0,4,3,2.0
43,49,33,64,4,3,0,2,1.584963
51,51,44,14,6,1,36,64,6.022368
55,46,38,59,9,15,8,1,1.0
71,51,34,79,7,1,22,5,2.584963
40,64,48,79,10,6,21,11,3.584963
42,45,64,37,1,4,21,15,4.0
39,38,18,47,6,4,4,27,4.807355
67,57,42,37,15,21,34,17,4.169925
46,62,65,4,12,25,25,13,3.807355
60,59,12,86,1,6,6,1,1.0
49,35,52,68,5,27,10,3,2.0
39,56,38,38,7,15,15,9,3.321928
47,58,39,39,0,8,1,5,2.584963
47,58,68,42,6,0,7,34,5.129283
37,47,15,36,35,12,6,9,3.321928
56,48,77,73,10,16,50,2,1.584963
41,71,61,76,0,13,32,35,5.169925
54,33,69,62,1,41,58,3,2.0
46,48,61,51,2,6,8,5,2.584963
35,52,61,40,15,29,14,12,3.70044
54,43,56,68,3,22,0,24,4.643856
47,50,74,51,7,14,26,4,2.321928
47,51,25,44,9,8,7,18,4.247928
51,46,33,65,0,9,41,15,4.0
53,47,73,71,6,9,11,8,3.169925
57,52,19,36,3,3,4,20,4.392317
41,45,13,66,1,9,40,5,2.584963
57,50,73,69,2,3,8,3,2.0
47,47,80,58,15,1,13,70,6.149747
50,36,5,42,0,18,42,2,1.584963
61,42,22,84,0,0,31,17,4.169925
31,49,76,82,5,16,11,47,5.584963
47,50,53,55,13,2,3,1,1.0
46,48,43,76,18,36,9,66,6.066089
57,62,22,54,0,2,12,16,4.087463
57,55,14,50,4,7,6,87,6.459432
44,57,62,6,4,5,17,1,1.0
35,45,51,47,3,13,4,9,3.321928
61,39,24,74,8,5,1,14,3.906891
46,56,74,50,17,7,14,37,5.247928
45,41,70,40,8,1,27,23,4.584963
59,63,26,26,4,6,103,5,2.584963
41,44,23,72,7,4,22,2,1.584963
46,52,25,87,15,14,4,29,4.906891
60,60,55,46,33,5,27,35,5.169925
61,32,23,37,3,4,9,44,5.491853
37,42,42,86,3,0,0,3,2.0
49,52,40,77,40,0,18,8,3.169925
50,52,58,28,5,9,39,1,1.0
53,34,43,65,12,5,7,2,1.584963
66,56,57,8,7,2,8,15,4.0
72,47,47,21,35,6,10,29,4.906891
53,37,70,56,4,15,11,15,4.0
54,38,10,15,31,9,52,30,4.954196
49,52,57,68,13,1,6,4,2.321928
53,63,79,26,20,10,11,20,4.392317
57,42,49,48,6,12,22,7,3.0
46,62,63,43,0,5,16,10,3.459432
49,29,43,66,2,1,69,3,2.0
49,75,13,35,11,2,40,11,3.584963
49,51,89,58,24,3,28,28,4.857981
48,44,61,39,1,14,2,79,6.321928
61,60,48,88,8,11,14,5,2.584963
50,45,90,62,2,1,14,0,0.0
53,51,66,62,4,5,40,36,5.209453
53,55,57,68,2,13,9,5,2.584963
54,57,58,84,12,10,9,11,3.584963
74,45,68,76,1,7,17,28,4.857981
42,35,73,62,19,1,18,1,1.0
55,50,33,59,20,2,1,10,3.459432
56,56,75,58,15,10,20,41,5.392317
44,62,32,49,4,0,7,6,2.807355
32,52,68,6,6,4,3,26,4.754888
54,36,52,34,9,9,16,25,4.70044
52,53,32,34,4,0,4,11,3.584963
26,25,66,32,17,9,24,58,5.882643
43,36,57,41,1,12,8,12,3.70044
42,59,56,68,7,10,4,5,2.584963
59,61,13,43,2,12,4,6,2.807355
42,43,55,76,7,11,10,10,3.459432
61,56,74,23,21,31,9,48,5.61471
49,59,15,26,17,17,57,9,3.321928
45,42,52,18,6,0,9,31,5.0
51,57,46,62,1,8,23,5,2.584963
38,69,50,49,1,11,0,8,3.169925
31,39,64,95,6,20,5,43,5.459432
56,82,35,54,31,5,26,15,4.0
40,55,30,28,7,1,97,8,3.169925
45,40,61,43,1,2,24,0,0.0
53,44,47,72,20,2,30,4,2.321928
58,59,41,36,3,1,47,65,6.044394
47,45,13,33,7,0,35,15,4.0
47,58,31,40,3,40,102,2,1.584963
35,41,73,27,8,43,4,3,2.0
37,52,36,53,8,22,3,31,5.0
47,31,40,48,2,38,3,7,3.0
66,56,39,66,1,16,5,1,1.0
77,54,34,39,9,9,42,37,5.247928
39,43,54,10,10,11,29,9,3.321928
61,30,52,30,9,18,18,4,2.321928
27,75,44,62,3,2,10,5,2.584963
64,39,58,51,2,6,7,0,0.0
61,55,32,19,12,7,28,22,4.523562
55,60,73,37,8,11,4,33,5.087463
42,44,40,59,3,3,16,2,1.584963
54,59,40,42,16,12,16,18,4.247928
39,43,55,36,9,8,34,6,2.807355
39,57,42,52,4,7,11,30,4.954196
37,52,18,78,5,5,4,68,6.108524
59,56,46,62,8,16,17,17,4.169925
56,58,63,78,0,18,9,11,3.584963
42,29,32,79,4,0,31,1,1.0
52,59,60,42,31,6,6,2,1.584963
49,41,17,88,4,10,1,40,5.357552
51,42,31,72,10,16,3,7,3.0
50,45,38,6,13,4,11,21,4.459432
68,25,75,24,6,2,1,3,2.0
45,62,23,69,14,15,49,4,2.321928
56,55,33,48,6,13,1,59,5.906891
49,56,66,45,17,1,28,52,5.72792
43,59,48,81,6,1,15,4,2.321928
61,34,38,41,20,17,17,7,3.0
50,75,32,43,7,4,28,100,6.658211
63,40,75,30,0,1,17,30,4.954196
54,52,51,62,14,29,59,85,6.426265
54,38,13,71,7,0,4,10,3.459432
38,53,40,62,2,10,24,8,3.169925
47,51,48,43,16,0,17,0,0.0
39,38,56,12,4,5,30,13,3.807355
48,31,35,59,48,6,26,13,3.807355
54,54,49,96,10,9,27,16,4.087463
30,52,61,11,20,0,14,9,3.321928
71,36,14,37,5,6,14,26,4.754888
61,50,25,89,1,25,28,23,4.584963
43,52,59,53,3,22,33,15,4.0
38,44,69,71,10,40,1,0,0.0
65,57,52,77,0,7,29,10,3.459432
39,49,28,50,9,13,20,57,5.857981
46,30,32,64,4,17,30,42,5.426265
46,54,59,18,17,8,16,7,3.0
59,48,16,71,23,20,6,1,1.0
39,52,81,39,20,6,3,105,6.72792
47,47,84,45,0,2,3,36,5.209453
63,52,26,86,8,4,33,11,3.584963
58,42,77,27,11,16,7,40,5.357552
44,39,37,41,14,0,48,34,5.129283
38,61,82,63,7,6,21,20,4.392317
52,39,62,37,0,3,15,19,4.321928
40,57,50,79,10,0,55,7,3.0
55,62,52,29,3,2,5,14,3.906891
41,49,49,59,1,4,24,19,4.321928
49,37,82,26,8,15,32,17,4.169925
47,71,56,68,7,28,6,0,0.0
57,40,52,60,14,4,12,1,1.0
52,57,41,44,0,7,34,80,6.33985
57,43,25,85,4,11,11,0,0.0
36,27,85,48,15,18,44,12,3.70044
38,43,38,42,17,11,2,31,5.0
54,48,48,76,6,10,5,5,2.584963
44,62,60,34,1,16,17,36,5.209453
30,50,38,41,0,6,13,43,5.459432
45,40,27,9,4,2,24,22,4.523562
70,53,32,74,5,1,5,3,2.0
25,59,29,24,10,19,80,3,2.0
60,51,60,59,35,6,9,1,1.0
48,50,42,74,11,29,14,44,5.491853
45,69,78,55,8,2,24,65,6.044394
28,48,21,69,0,0,29,8,3.169925
52,62,10,27,6,2,9,15,4.0
51,52,73,36,0,6,15,9,3.321928
61,68,44,60,16,2,2,6,2.807355
43,35,37,49,0,5,28,2,1.584963
49,55,55,64,0,1,115,6,2.807355
60,53,38,100,18,8,18,2,1.584963
64,58,99,66,6,11,3,11,3.584963
54,33,30,57,3,7,8,11,3.584963
51,58,27,16,18,1,0,9,3.321928
48,63,35,47,2,8,36,11,3.584963
52,34,48,49,4,1,11,15,4.0
48,60,47,12,6,2,4,14,3.906891
50,75,42,22,15,6,17,25,4.70044
54,67,47,18,4,6,24,16,4.087463
66,65,66,32,19,1,53,22,4.523562
52,48,42,9,12,0,6,14,3.906891
51,40,61,48,0,16,14,10,3.459432
26,49,47,44,8,0,13,12,3.70044
53,51,52,67,4,18,1,21,4.459432
57,46,61,16,35,15,2,11,3.584963
67,53,57,52,1,0,7,27,4.807355
54,40,6,45,2,16,6,6,2.807355
40,50,61,26,11,1,6,20,4.392317
47,32,39,76,1,2,57,5,2.584963
63,64,51,26,4,4,5,29,4.906891
31,39,54,51,0,2,29,90,6.507795
63,73,47,37,2,3,0,22,4.523562
46,60,54,33,1,1,9,44,5.491853
